,left,right,label
3303,qvs,mqw,0
3304,qwl,nmx,0
3305,qwu,wvq,0
3306,qxk,jsb,0
3307,qyl,mly,0
3308,qyo,wgn,0
3309,qyu,crl,0
3310,qyv,cql,0
3311,qzb,tcn,0
3312,qzc,hpn,0
3313,qzo,kvn,0
3314,qzu,mhf,0
3315,qzv,nfu,0
3316,qzy,fhu,0
3317,raf,xdd,0
3318,ral,yms,0
3319,rbj,tgv,0
3320,rbm,xwa,0
3321,rbv,tgs,0
3322,rch,ibj,0
3323,rda,tup,0
3324,rdj,hpm,0
3325,rdk,abu,0
3326,rdl,ttr,0
3327,rdo,nmx,0
3328,rec,fov,0
3329,reo,yxe,0
3330,rfd,kjy,0
3331,rfi,ujz,0
3332,rfn,hwi,0
3333,rfu,rtw,0
3334,rfv,jvf,0
3335,rgp,huz,0
3336,rgu,bex,0
3337,rgw,jmx,0
3338,rgx,iyj,0
3339,rgy,gjm,0
3340,rgz,kth,0
3341,rha,qey,0
3342,rhd,abc,0
3343,rhn,pjk,0
3344,rho,dyw,0
3345,rhp,mff,0
3346,rib,erp,0
3347,rio,jkn,0
3348,riz,mns,0
3349,rja,erp,0
3350,rje,shd,0
3351,rjj,llz,0
3352,rjo,vrz,0
3353,rjq,zyr,0
3354,rkd,ynh,0
3355,rki,ttg,0
3356,rkk,ith,0
3357,rks,cfq,0
3358,rla,fye,0
3359,rld,rvl,0
3360,rlm,kai,0
3361,rlz,bqh,0
3362,rma,zxc,0
3363,rmc,akf,0
3364,rml,xwa,0
3365,rmm,xqn,0
3366,rmq,jvf,0
3367,rmr,dlg,0
3368,rms,gob,0
3369,roi,kjl,0
3370,rom,gsn,0
3371,rot,cnz,0
3372,row,edv,0
3373,rpv,dez,0
3374,rqu,age,0
3375,rrb,oag,0
3376,rrg,vgw,0
3377,rrl,wiv,0
3378,rrn,rnz,0
3379,rrx,qrd,0
3380,rta,kfn,0
3381,rtq,yvy,0
3382,ruf,syj,0
3383,ruk,qaj,0
3384,rum,ubz,0
3385,rur,bdg,0
3386,rut,cdy,0
3387,rvu,zoh,0
3388,rxr,nah,0
3389,rxw,rrs,0
3390,rxy,mvo,0
3391,ryf,maq,0
3392,ryl,uot,0
3393,rzc,bjy,0
3394,rzp,ygn,0
3395,rzr,dvn,0
3396,rzs,hju,0
3397,sax,rer,0
3398,saz,wyt,0
3399,sbg,bto,0
3400,sbj,ocn,0
3401,sbx,lim,0
3402,sby,mti,0
3403,sca,ijr,0
3404,scr,mff,0
3405,scu,mns,0
3406,scy,xag,0
3407,scz,hav,0
3408,sde,qde,0
3409,sdz,cnz,0
3410,sek,mrq,0
3411,sex,yzg,0
3412,sfd,mnj,0
3413,sfe,hgc,0
3414,sfq,jvu,0
3415,sfu,dla,0
3416,sfy,cpr,0
3417,sfz,ixu,0
3418,sga,cbi,0
3419,sge,bpt,0
3420,sgw,bqm,0
3421,shu,opx,0
3422,shx,dde,0
3423,sig,tbd,0
3424,sik,uuh,0
3425,sil,vlp,0
3426,siv,tdp,0
3427,skt,zxi,0
3428,sky,ejj,0
3429,sld,iyj,0
3430,slh,ocp,0
3431,slk,vky,0
3432,slv,pyn,0
3433,smh,rfh,0
3434,smk,xmr,0
3435,smv,kyd,0
3436,snb,hnq,0
3437,snm,yas,0
3438,sog,ubt,0
3439,soh,uud,0
3440,sor,nhn,0
3441,spy,hqw,0
3442,sqf,bjy,0
3443,sqh,sds,0
3444,sql,gar,0
3445,sqo,qdb,0
3446,sqr,ski,0
3447,sqw,ckb,0
3448,srb,gmr,0
3449,srg,sdw,0
3450,srl,byt,0
3451,srm,gnm,0
3452,srp,stb,0
3453,srz,zfz,0
3454,ssc,lal,0
3455,ssz,jxz,0
3456,stn,hkd,0
3457,stp,zdi,0
3458,str,suj,0
3459,sub,ptp,0
3460,suk,xri,0
3461,suy,hiy,0
3462,svo,xmd,0
3463,svu,buk,0
3464,sws,urj,0
3465,sxg,ohu,0
3466,sxq,kyh,0
3467,syc,qmo,0
3468,syn,fwb,0
3469,syp,dyc,0
3470,syv,izs,0
3471,szc,mud,0
3472,szp,ohu,0
3473,szq,sdx,0
3474,szt,irn,0
3475,szv,qpr,0
3476,tac,cnx,0
3477,tay,vnw,0
3478,tbj,htj,0
3479,tbk,afz,0
3480,tbq,oma,0
3481,tce,qey,0
3482,tcf,bmu,0
3483,tco,xua,0
3484,tcp,ese,0
3485,tdg,lns,0
3486,tdn,wzi,0
3487,tds,ikg,0
3488,tdt,tgd,0
3489,tef,ygn,0
3490,ten,ocy,0
3491,tfc,trl,0
3492,tfl,wpf,0
3493,tfp,iyi,0
3494,tfr,biv,0
3495,tfx,aad,0
3496,tgf,ugo,0
3497,tgl,big,0
3498,tgz,uds,0
3499,thi,gan,0
3500,thu,lva,0
3501,thx,adh,0
3502,til,uau,0
3503,tji,dpz,0
3504,tjn,kyh,0
3505,tjp,zyf,0
3506,tjr,lby,0
3507,tjx,zyz,0
3508,tke,boc,0
3509,tkk,ceq,0
3510,tlj,dla,0
3511,tma,uwk,0
3512,tmi,ujz,0
3513,tmm,gsi,0
3514,tmq,zuo,0
3515,tnb,ojs,0
3516,tng,vxp,0
3517,tnr,pwv,0
3518,toi,gxm,0
3519,tok,hxo,0
3520,tor,lrb,0
3521,tos,ixk,0
3522,tov,fwb,0
3523,tow,hzy,0
3524,tpc,dsu,0
3525,tpy,kgt,0
3526,tqb,pop,0
3527,tqn,wiq,0
3528,tqu,jkn,0
3529,tra,gjt,0
3530,trf,ccp,0
3531,trv,sdw,0
3532,tso,mhi,0
3533,ttt,ndb,0
3534,tug,vsq,0
3535,tuq,urs,0
3536,tut,vdr,0
3537,tuu,vpy,0
3538,tvj,tvu,0
3539,twj,fmo,0
3540,twl,hhf,0
3541,twv,ein,0
3542,twx,bvp,0
3543,tys,mqh,0
3544,tyz,lmt,0
3545,tzf,hsx,0
3546,tzh,xhz,0
3547,tzk,xgd,0
3548,tzn,yce,0
3549,uai,kth,0
3550,uar,tvu,0
3551,uas,nqn,0
3552,uav,jlo,0
3553,uba,jsh,0
3554,ubf,lqh,0
3555,ucz,zwm,0
3556,udl,urw,0
3557,udv,ehy,0
3558,udx,rfo,0
3559,ueb,hkd,0
3560,ueo,tny,0
3561,uer,pwb,0
3562,ufc,cwe,0
3563,ufo,som,0
3564,ugf,ryb,0
3565,ugq,rlp,0
3566,uhd,yci,0
3567,uhm,bse,0
3568,uhn,eqi,0
3569,uik,jra,0
3570,uiq,vsw,0
3571,ujd,ddu,0
3572,uje,qfj,0
3573,uka,hoz,0
3574,ukf,qry,0
3575,ukl,tmh,0
3576,ukn,uvn,0
3577,umb,wff,0
3578,umj,led,0
3579,umr,bid,0
3580,umy,hvm,0
3581,unu,boy,0
3582,unw,rem,0
3583,uoq,qpr,0
3584,uov,dps,0
3585,uox,zzf,0
3586,uoy,ldg,0
3587,upu,afz,0
3588,upv,net,0
3589,uqk,dwg,0
3590,uqn,tzt,0
3591,uqo,fah,0
3592,uqq,avg,0
3593,uqs,mvo,0
3594,urv,uus,0
3595,ury,bcs,0
3596,urz,bsy,0
3597,usr,gwi,0
3598,utc,tsb,0
3599,utt,ljz,0
3600,uuj,qxg,0
3601,uup,hds,0
3602,uvm,msa,0
3603,uvr,qjh,0
3604,uwl,xvb,0
3605,uwo,cvs,0
3606,uwr,ymf,0
3607,uws,yvh,0
3608,uwz,mtv,0
3609,uxe,zfs,0
3610,uxv,gvu,0
3611,uxw,uxj,0
3612,uyb,rer,0
3613,uyn,iuj,0
3614,uyz,dvd,0
3615,uzf,udp,0
3616,uzl,kyn,0
3617,uzr,nah,0
3618,uzs,ukh,0
3619,vad,iws,0
3620,vag,tny,0
3621,vau,sqs,0
3622,vav,vgw,0
3623,vck,lqv,0
3624,vda,rcy,0
3625,veb,ljz,0
3626,ver,xoe,0
3627,vfr,soe,0
3628,vgf,nmx,0
3629,vgr,yyv,0
3630,vgt,wbe,0
3631,vhf,vrj,0
3632,vio,adh,0
3633,vis,zwb,0
3634,vjk,eak,0
3635,vjn,cxf,0
3636,vke,suj,0
3637,vks,rfx,0
3638,vkv,mnh,0
3639,vlf,wzm,0
3640,vlr,ptp,0
3641,vmg,dfg,0
3642,vmh,dfg,0
3643,vmm,rhj,0
3644,vnb,edv,0
3645,vnj,nqn,0
3646,vnl,jwx,0
3647,voe,ypm,0
3648,vow,jeu,0
3649,vpf,efz,0
3650,vpl,mhq,0
3651,vqb,maf,0
3652,vqd,quy,0
3653,vqf,fcs,0
3654,vqk,aof,0
3655,vqo,ijr,0
3656,vqq,zbu,0
3657,vqx,ehz,0
3658,vrg,ocn,0
3659,vri,kmv,0
3660,vrx,orh,0
3661,vsg,tyl,0
3662,vsk,iwm,0
3663,vsm,vqh,0
3664,vsz,nxy,0
3665,vtg,kfn,0
3666,vtn,vky,0
3667,vtp,uce,0
3668,vue,uel,0
3669,vuf,adh,0
3670,vug,efl,0
3671,vui,ozd,0
3672,vvg,ani,0
3673,vvu,qof,0
3674,vws,uwk,0
3675,vwu,nll,0
3676,vwv,ncb,0
3677,vww,pbj,0
3678,vxb,dvd,0
3679,vxi,dyp,0
3680,vxw,gds,0
3681,vye,ena,0
3682,vyo,txq,0
3683,vyt,emh,0
3684,vzg,vac,0
3685,vzk,zxo,0
3686,vzl,ddw,0
3687,vzm,pkh,0
3688,vzs,lyk,0
3689,wac,pok,0
3690,wao,ufq,0
3691,waw,ard,0
3692,wbn,pjc,0
3693,wbo,yvs,0
3694,wch,tqw,0
3695,wci,osw,0
3696,wcm,lpt,0
3697,wcp,dql,0
3698,wcr,kyd,0
3699,wcw,uon,0
3700,wda,vay,0
3701,wdg,ekw,0
3702,wdh,ixk,0
3703,wdj,pqd,0
3704,wdm,cyg,0
3705,wdn,nkd,0
3706,wdw,zna,0
3707,wdy,ais,0
3708,wef,goe,0
3709,weo,bcv,0
3710,wew,stv,0
3711,wfp,ybd,0
3712,wfv,awv,0
3713,wgb,vql,0
3714,wgx,vay,0
3715,wha,aoi,0
3716,whm,ddw,0
3717,who,vfm,0
3718,whq,zhk,0
3719,wjh,nod,0
3720,wjo,ngq,0
3721,wke,sds,0
3722,wkg,ucy,0
3723,wkn,aqb,0
3724,wko,gjc,0
3725,wkx,dge,0
3726,wkz,xri,0
3727,wlx,zqa,0
3728,wmc,ggh,0
3729,wmi,nhy,0
3730,wmm,hpm,0
3731,wng,mwv,0
3732,wnl,vre,0
3733,wnp,gky,0
3734,wnq,fio,0
3735,woh,ljz,0
3736,wok,nvw,0
3737,wor,mzt,0
3738,wpe,okt,0
3739,wpq,hbd,0
3740,wpw,nwn,0
3741,wqw,ndi,0
3742,wqx,ejj,0
3743,wrb,hgc,0
3744,wrf,xso,0
3745,wrr,odp,0
3746,wru,rlu,0
3747,wrv,gle,0
3748,wsc,qna,0
3749,wsq,ugi,0
3750,wsy,hhl,0
3751,wtc,yke,0
3752,wtd,jcm,0
3753,wuf,hvs,0
3754,wuu,agc,0
3755,wvg,hgu,0
3756,wvj,hpx,0
3757,wwv,tad,0
3758,wxe,rzu,0
3759,wxk,izs,0
3760,wxp,jfl,0
3761,wxv,suv,0
3762,wxy,uvh,0
3763,wyf,epo,0
3764,wyg,pps,0
3765,wzc,ymk,0
3766,wzv,dek,0
3767,xar,hpo,0
3768,xav,xjj,0
3769,xba,xmo,0
3770,xbe,egb,0
3771,xbg,dzc,0
3772,xbj,mjs,0
3773,xbo,vhe,0
3774,xcc,ien,0
3775,xco,ioe,0
3776,xcr,joi,0
3777,xcw,mhz,0
3778,xdb,tph,0
3779,xde,oou,0
3780,xdj,mkx,0
3781,xdm,rfh,0
3782,xdy,lve,0
3783,xeh,dwb,0
3784,xem,kvn,0
3785,xen,vst,0
3786,xet,tup,0
3787,xfe,fqt,0
3788,xfq,rst,0
3789,xfx,tzt,0
3790,xgb,mhj,0
3791,xhf,vvf,0
3792,xhl,wih,0
3793,xhu,bmu,0
3794,xia,fbm,0
3795,xid,aof,0
3796,xjt,vwk,0
3797,xjz,hwx,0
3798,xlf,hgc,0
3799,xlp,rcj,0
3800,xlv,pmi,0
3801,xmf,brp,0
3802,xmi,loo,0
3803,xmk,jhq,0
3804,xms,vxp,0
3805,xmt,dnm,0
3806,xmw,pqo,0
3807,xnf,zyw,0
3808,xng,dcn,0
3809,xnl,qwt,0
3810,xod,rtd,0
3811,xpd,rst,0
3812,xpf,lmv,0
3813,xpl,uds,0
3814,xqb,bgy,0
3815,xqq,zbu,0
3816,xqs,mxd,0
3817,xrd,drs,0
3818,xrj,nrp,0
3819,xrv,gch,0
3820,xsx,itc,0
3821,xtd,fnq,0
3822,xte,onu,0
3823,xtm,cun,0
3824,xto,cln,0
3825,xub,dim,0
3826,xud,agu,0
3827,xui,vub,0
3828,xuo,vre,0
3829,xup,zkq,0
3830,xuw,pvu,0
3831,xvj,yrv,0
3832,xvt,unp,0
3833,xwc,cvj,0
3834,xwd,fcx,0
3835,xwq,roc,0
3836,xwu,vst,0
3837,xxf,qqy,0
3838,xxj,ngd,0
3839,xzm,cbj,0
3840,xzw,ufq,0
3841,xzx,sop,0
3842,yal,lyu,0
3843,yan,czu,0
3844,yao,pqv,0
3845,yaz,xol,0
3846,ybh,hxv,0
3847,ybj,bch,0
3848,yby,mwc,0
3849,ybz,itc,0
3850,yca,ddj,0
3851,ycb,zkc,0
3852,ycu,hwx,0
3853,ycz,zfz,0
3854,ydb,wkp,0
3855,ydq,qjh,0
3856,yeg,kko,0
3857,yem,wcj,0
3858,yeu,nhd,0
3859,yfh,baq,0
3860,yfj,bwq,0
3861,yfl,qam,0
3862,yfw,qam,0
3863,yga,nod,0
3864,ygb,jbc,0
3865,ygg,alm,0
3866,ygr,ryd,0
3867,yhm,ard,0
3868,yhv,fev,0
3869,yhw,zju,0
3870,yis,yxn,0
3871,yiv,dlu,0
3872,yjb,afz,0
3873,yjm,hhl,0
3874,yjy,rwj,0
3875,yka,ydx,0
3876,ykh,iby,0
3877,ykz,tbf,0
3878,yle,iab,0
3879,ylf,rps,0
3880,ymg,aan,0
3881,yml,lej,0
3882,ymo,ujm,0
3883,ymt,cqk,0
3884,ymu,gqt,0
3885,yne,pyz,0
3886,ynm,fwb,0
3887,yok,nas,0
3888,yor,bhb,0
3889,ypp,brm,0
3890,ypq,gcl,0
3891,ypy,bud,0
3892,yqh,jxi,0
3893,yqo,ocx,0
3894,yqp,rcl,0
3895,yqt,gkh,0
3896,yrf,eee,0
3897,yri,oyw,0
3898,yrl,xws,0
3899,yrn,kxj,0
3900,yrp,fzi,0
3901,ysp,sbr,0
3902,yst,ded,0
3903,ysw,adv,0
3904,ytr,pmi,0
3905,ytx,ihg,0
3906,yua,ekw,0
3907,yue,alu,0
3908,yuh,ezk,0
3909,yul,gbw,0
3910,yvt,tzt,0
3911,yvu,rlu,0
3912,ywh,hxo,0
3913,ywk,bru,0
3914,yxb,ezv,0
3915,yxg,ceq,0
3916,yxq,irf,0
3917,yyp,utf,0
3918,yyt,jhf,0
3919,yyu,ozd,0
3920,yzw,lmt,0
3921,zac,ygn,0
3922,zae,jdy,0
3923,zbo,mhf,0
3924,zbx,qia,0
3925,zcn,dqb,0
3926,zcs,ahi,0
3927,zdr,mut,0
3928,zdy,tny,0
3929,zes,sbr,0
3930,zfa,dpt,0
3931,zgl,oag,0
3932,zgz,mbu,0
3933,zhb,kna,0
3934,zhc,ivs,0
3935,zho,swl,0
3936,zhp,tpv,0
3937,zhq,nze,0
3938,zhr,eee,0
3939,zhw,iqh,0
3940,zig,vas,0
3941,zix,thl,0
3942,zjh,bdg,0
3943,zjj,hjd,0
3944,zjk,hyh,0
3945,zkg,xyp,0
3946,zkr,dpg,0
3947,zkw,inw,0
3948,zkx,ixk,0
3949,zlc,llb,0
3950,zle,ytm,0
3951,zlg,ygv,0
3952,zlh,xwk,0
3953,zlt,bkz,0
3954,zlw,vvf,0
3955,zmd,chy,0
3956,zmv,cbi,0
3957,znf,mud,0
3958,znv,hef,0
3959,znz,ldy,0
3960,zoe,apf,0
3961,zof,jrj,0
3962,zoi,ncw,0
3963,zoj,ofg,0
3964,zoq,fxf,0
3965,zox,yqv,0
3966,zoy,ibs,0
3967,zpe,mqd,0
3968,zpi,wdv,0
3969,zps,jig,0
3970,zqi,bud,0
3971,zqn,qnw,0
3972,zqo,drd,0
3973,zrh,kla,0
3974,zri,kgo,0
3975,zrq,psx,0
3976,zrr,wlb,0
3977,zsp,olr,0
3978,zss,qde,0
3979,zsx,ekc,0
3980,ztl,fnl,0
3981,ztq,xuk,0
3982,ztx,vhg,0
3983,ztz,zbt,0
3984,zue,jac,0
3985,zus,hmi,0
3986,zvh,pch,0
3987,zvp,ydk,0
3988,zvu,mjs,0
3989,zwe,bnt,0
3990,zwf,src,0
3991,zxn,xyw,0
3992,zxt,cga,0
3993,zxz,zts,0
3994,zyb,syj,0
3995,zyn,bwq,0
3996,zzc,esq,0
3997,zzu,had,0
3998,zzv,zqd,0
3999,zzy,fbm,0
4000,aaa,qyh,0
4001,aaz,txe,0
4002,abh,szb,0
4003,abn,lod,0
4004,abq,wlk,0
4005,abw,oyf,0
4006,ace,tfq,0
4007,acf,pfp,0
4008,acq,xag,0
4009,ada,evr,0
4010,ado,vpx,0
4011,ady,dub,0
4012,aey,wik,0
4013,afg,mzt,0
4014,afn,osr,0
4015,afp,qoa,0
4016,agd,gxx,0
4017,agm,cok,0
4018,agp,ryx,0
4019,agz,kej,0
4020,ahd,ggz,0
4021,ahl,okm,0
4022,ahw,npt,0
4023,aic,yfa,0
4024,aif,fyp,0
4025,aih,uwk,0
4026,aip,pzj,0
4027,aje,thr,0
4028,ajl,fcs,0
4029,akh,auw,0
4030,aki,egz,0
4031,ale,txe,0
4032,alj,hgc,0
4033,all,ucy,0
4034,amk,mnj,0
4035,amr,tmc,0
4036,amv,rtd,0
4037,amy,odn,0
4038,and,lwd,0
4039,ane,tkq,0
4040,ant,kvn,0
4041,aon,bii,0
4042,aos,vej,0
4043,aov,ziw,0
4044,apo,rjy,0
4045,apz,kxv,0
4046,aqg,lns,0
4047,aqm,yau,0
4048,arh,zif,0
4049,arl,eqv,0
4050,asg,nyk,0
4051,asq,vik,0
4052,asv,wpc,0
4053,asx,bak,0
4054,atk,vma,0
4055,atp,aoi,0
4056,ats,uwf,0
4057,atx,tmh,0
4058,atz,vkx,0
4059,aub,kyh,0
4060,auj,bpt,0
4061,aum,vor,0
4062,avk,jww,0
4063,awe,tes,0
4064,awf,bqh,0
4065,awg,mqw,0
4066,awl,zuc,0
4067,axd,wgn,0
4068,axg,ugi,0
4069,axh,nqs,0
4070,axq,wgf,0
4071,axu,twd,0
4072,aye,ixu,0
4073,ayf,ncd,0
4074,ayh,mez,0
4075,azh,dtg,0
4076,azm,wjg,0
4077,azn,igr,0
4078,azp,bot,0
4079,azt,xnk,0
4080,bad,luh,0
4081,bbo,hxg,0
4082,bbx,cql,0
4083,bcz,csj,0
4084,bdb,hqw,0
4085,bdc,see,0
4086,bdf,zjl,0
4087,bdi,mjs,0
4088,bdj,lch,0
4089,bdq,ftz,0
4090,bdr,seu,0
4091,bds,lqc,0
4092,bea,nnh,0
4093,bej,qev,0
4094,bek,pve,0
4095,ben,cdy,0
4096,beo,jhz,0
4097,bfi,tpv,0
4098,bfp,omo,0
4099,bfu,pad,0
4100,bfz,lyk,0
4101,bgo,nrq,0
4102,bgq,cqw,0
4103,bgr,jac,0
4104,bgt,mkh,0
4105,bgz,bqm,0
4106,bhu,ukh,0
4107,bih,nwn,0
4108,bin,boy,0
4109,bjh,veu,0
4110,bjj,ixi,0
4111,bka,trh,0
4112,bkj,tdp,0
4113,bkl,zwh,0
4114,blk,rvg,0
4115,blo,ese,0
4116,bls,jmh,0
4117,bmb,vef,0
4118,bmg,lal,0
4119,bml,ypm,0
4120,bmq,hak,0
4121,bnl,cln,0
4122,bnv,qey,0
4123,bod,axz,0
4124,boi,vgn,0
4125,bok,tta,0
4126,bov,abv,0
4127,bpk,upi,0
4128,bpm,rjy,0
4129,bpp,npm,0
4130,bpu,pve,0
4131,bqa,ugc,0
4132,bqv,vky,0
4133,bqw,kca,0
4134,brc,ggh,0
4135,brs,ols,0
4136,bsc,oof,0
4137,bsj,apv,0
4138,bte,kmv,0
4139,btp,juy,0
4140,btv,pnx,0
4141,btx,eqp,0
4142,btz,hnq,0
4143,buf,hkd,0
4144,bui,rnt,0
4145,bva,fhp,0
4146,bvt,tof,0
4147,bwg,dub,0
4148,bwh,esm,0
4149,bww,zqd,0
4150,bye,cqw,0
4151,byo,wpm,0
4152,byy,gqt,0
4153,bzk,vfm,0
4154,bzw,lmv,0
4155,caa,ylh,0
4156,caf,zqw,0
4157,caq,ubd,0
4158,cav,afw,0
4159,caw,bzd,0
4160,cbd,ded,0
4161,cbk,air,0
4162,cbp,qjq,0
4163,cbz,ksl,0
4164,ccl,gjv,0
4165,ccr,bii,0
4166,cdf,pqd,0
4167,cdk,zxh,0
4168,cdl,wev,0
4169,cey,fbm,0
4170,cez,xhc,0
4171,cfm,vgn,0
4172,cfy,adv,0
4173,cfz,qkz,0
4174,cgk,bnz,0
4175,che,obl,0
4176,chi,ulm,0
4177,chn,isy,0
4178,cht,vft,0
4179,cie,iea,0
4180,cij,huz,0
4181,cim,pdh,0
4182,cis,bqh,0
4183,cit,ffr,0
4184,cjc,alm,0
4185,cjz,jfl,0
4186,ckn,fio,0
4187,clf,lqk,0
4188,clh,zzz,0
4189,clj,vma,0
4190,clk,pwv,0
4191,clo,ivs,0
4192,clp,xhe,0
4193,clt,maf,0
4194,cmd,pwb,0
4195,cmw,czu,0
4196,cmy,bfq,0
4197,cnb,kyn,0
4198,cnj,vdi,0
4199,coa,xjj,0
4200,cod,brv,0
4201,coo,kai,0
4202,cpa,bcu,0
4203,cpb,kaa,0
4204,cpf,keo,0
4205,cpo,bxm,0
4206,cpw,wso,0
4207,cqe,jee,0
4208,cqo,vgn,0
4209,cqp,zwh,0
4210,cqx,suv,0
4211,cqz,fey,0
4212,crc,kmt,0
4213,crr,jfi,0
4214,crs,nqs,0
4215,cry,quy,0
4216,csi,abz,0
4217,csr,lod,0
4218,csx,wqf,0
4219,ctc,gle,0
4220,ctj,sci,0
4221,ctr,znx,0
4222,ctw,jra,0
4223,cud,hdz,0
4224,cug,fmz,0
4225,cup,pok,0
4226,cus,hxg,0
4227,cvh,gjt,0
4228,cvo,keb,0
4229,cwk,bbd,0
4230,cwm,pve,0
4231,cxt,rrs,0
4232,cxz,wta,0
4233,cye,ojm,0
4234,cyi,nvw,0
4235,czb,bua,0
4236,czi,tdp,0
4237,czm,tob,0
4238,czp,tww,0
4239,czr,cpc,0
4240,czt,tip,0
4241,czz,gab,0
4242,daq,ewj,0
4243,dbc,xtz,0
4244,dbh,zoh,0
4245,dbw,uep,0
4246,dcb,qde,0
4247,dcf,vfm,0
4248,dco,gto,0
4249,dcp,cak,0
4250,ddh,hkx,0
4251,ddz,zmb,0
4252,dep,sxa,0
4253,dfa,mlt,0
4254,dff,uqv,0
4255,dfi,gvz,0
4256,dfo,mnh,0
4257,dgp,ixi,0
4258,dgq,chy,0
4259,dha,awy,0
4260,dho,alu,0
4261,dhr,tex,0
4262,dic,dwb,0
4263,dil,yhl,0
4264,diq,ani,0
4265,dis,ckj,0
4266,dix,dxa,0
4267,djm,iuj,0
4268,djs,jra,0
4269,djx,vjf,0
4270,dml,jkt,0
4271,dmm,gxm,0
4272,dmu,mnj,0
4273,dnc,nqs,0
4274,dni,oom,0
4275,dnv,jec,0
4276,doa,yvd,0
4277,dod,xyp,0
4278,dok,zqr,0
4279,doo,vsn,0
4280,dpj,eki,0
4281,dpo,jwx,0
4282,dqc,pzc,0
4283,dqh,bex,0
4284,dqt,bfa,0
4285,dqx,adu,0
4286,drx,lhg,0
4287,dsg,yag,0
4288,dsx,fyp,0
4289,dta,hpe,0
4290,dtb,uvn,0
4291,dtc,cfq,0
4292,dtm,far,0
4293,dtw,dru,0
4294,dty,urg,0
4295,dtz,jze,0
4296,duc,vzq,0
4297,dum,fme,0
4298,dvw,keo,0
4299,dvx,odi,0
4300,dwa,zsm,0
4301,dwp,jhu,0
4302,dwr,dsu,0
4303,dwt,mlp,0
4304,dxt,swx,0
4305,dxu,iea,0
4306,dye,ncw,0
4307,dyl,ctm,0
4308,dyo,oxc,0
4309,dyq,kxv,0
4310,dzb,dyw,0
4311,dzf,jex,0
4312,dzl,uot,0
4313,dzm,vbr,0
4314,dzo,him,0
4315,dzt,ibw,0
4316,eae,pjk,0
4317,eah,rzv,0
4318,eav,xsr,0
4319,ebd,vzv,0
4320,ebl,zco,0
4321,ebp,ggk,0
4322,ebr,ovf,0
4323,ecd,vtv,0
4324,ecn,pad,0
4325,ecp,fcj,0
4326,eea,nnc,0
4327,eeb,yhl,0
4328,eeg,klj,0
4329,eek,bzt,0
4330,eel,nvo,0
4331,eep,cbi,0
4332,ees,duo,0
4333,eey,xbh,0
4334,efh,edh,0
4335,efi,xut,0
4336,efp,hzy,0
4337,eft,hpx,0
4338,egc,aok,0
4339,egd,hiy,0
4340,egm,pns,0
4341,egn,npi,0
4342,egq,jqa,0
4343,ehm,bgy,0
4344,ehn,jee,0
4345,ehq,uqp,0
4346,ehs,pka,0
4347,ehu,fio,0
4348,ehx,wpd,0
4349,eid,mxd,0
4350,eij,tvu,0
4351,ejf,bru,0
4352,ejg,keo,0
4353,eji,rcr,0
4354,ejp,mhi,0
4355,ejr,eki,0
4356,ejv,rxl,0
4357,eks,xdr,0
4358,elf,mai,0
4359,elq,cak,0
4360,elv,hyg,0
4361,elz,thr,0
4362,emc,nqp,0
4363,emk,lyu,0
4364,emu,ddu,0
4365,emv,stb,0
4366,end,kfn,0
4367,ene,yli,0
4368,eng,pkh,0
4369,enk,psx,0
4370,ens,loo,0
4371,enu,hds,0
4372,eoh,zqa,0
4373,eoj,ltv,0
4374,eoq,yir,0
4375,epg,rkm,0
4376,ept,zom,0
4377,epv,tph,0
4378,eqc,vrr,0
4379,eri,xof,0
4380,erj,biz,0
4381,erm,xso,0
4382,erv,xuk,0
4383,est,pjg,0
4384,etz,daw,0
4385,eub,jqs,0
4386,euc,ajs,0
4387,eun,ehy,0
4388,evc,hrp,0
4389,evd,uha,0
4390,evp,cql,0
4391,ewh,luh,0
4392,ewk,ohu,0
4393,ewn,phh,0
4394,exo,paj,0
4395,ezd,uuh,0
4396,ezl,ack,0
4397,ezm,vsd,0
4398,ezq,ivf,0
4399,ezr,hwx,0
4400,ezt,zxi,0
4401,ezx,ojg,0
4402,fag,lve,0
4403,fai,gjc,0
4404,fao,gcs,0
4405,fau,kna,0
4406,faw,zbt,0
4407,fbg,enx,0
4408,fbn,piy,0
4409,fcn,btm,0
4410,fdu,uha,0
4411,fem,mwc,0
4412,ffa,ikg,0
4413,ffb,jcm,0
4414,ffg,vsh,0
4415,ffq,zfz,0
4416,fgn,bvn,0
4417,fgz,fio,0
4418,fhn,avc,0
4419,fiq,rwn,0
4420,fis,ryd,0
4421,fit,uxj,0
4422,fka,moi,0
4423,fkj,jjf,0
4424,flf,ela,0
4425,fls,vyh,0
4426,fmc,acb,0
4427,fmi,fyp,0
4428,fml,cjk,0
4429,fmt,sxa,0
4430,fng,piy,0
4431,fnk,qys,0
4432,fny,xhz,0
4433,fnz,lex,0
4434,foa,uuh,0
4435,foe,iwr,0
4436,foo,vgn,0
4437,foq,xnj,0
4438,fou,wjv,0
4439,fpk,zsm,0
4440,fqz,bwt,0
4441,frb,pjb,0
4442,frd,hju,0
4443,frp,rxb,0
4444,frt,ifd,0
4445,fry,ldy,0
4446,fse,vei,0
4447,fsf,nqp,0
4448,fsg,jhq,0
4449,fsi,vdl,0
4450,fsm,tph,0
4451,fsn,ddm,0
4452,fsp,hxg,0
